6108.29.00;;-- De outras matérias têxteis ;0
6108.3;;- Camisolas (Camisas de noite*) e pijamas:;0
6108.31.00;;-- De algodão ;0
6108.32.00;;-- De fibras sintéticas ou artificiais ;0
6108.39.00;;-- De outras matérias têxteis ;0
6108.9;;- Outros:;0
6108.91.00;;-- De algodão ;0
6108.92.00;;-- De fibras sintéticas ou artificiais ;0
6108.99.00;;-- De outras matérias têxteis ;0
61.09;;Camisetas (T-shirts), camisetas interiores (camisolas interiores*), e artigos semelhantes, de malha.;0
6109.10.00;;- De algodão ;0
6109.90.00;;- De outras matérias têxteis ;0
61.1;;Suéteres (Camisolas*), pulôveres, cardigãs, coletes e artigos semelhantes, de malha.;0
6110.1;;- De lã ou de pelos finos:;0
6110.11.00;;-- De lã ;0
6110.12.00;;-- De cabra de Caxemira ;0
6110.19.00;;-- Outros ;0
6110.20.00;;- De algodão ;0
6110.30.00;;- De fibras sintéticas ou artificiais ;0
6110.90.00;;- De outras matérias têxteis ;0
61.11;;Vestuário e seus acessórios, de malha, para bebês.;0
6111.20.00;;- De algodão ;0
6111.30.00;;- De fibras sintéticas ;0
6111.9;;- De outras matérias têxteis;0
6111.90.10;;De lã ou de pelos finos ;0
6111.90.90;;Outros ;0
61.12;;Abrigos (Fatos de treino*) para esporte, macacões (fatos-macacos*) e conjuntos, de esqui, maiôs (fatos de banho*), biquínis, shorts (calções) e sungas (slips), de banho, de malha.;0
6112.1;;- Abrigos (Fatos de treino*) para esporte:;0
6112.11.00;;-- De algodão ;0
6112.12.00;;-- De fibras sintéticas ;0
6112.19.00;;-- De outras matérias têxteis ;0
6112.20.00;;- Macacões (Fatos-macacos*) e conjuntos, de esqui ;0
6112.3;;- Maiôs (Fatos de banho*), shorts (calções) e sungas (slips), de banho, de uso masculino:;0
6112.31.00;;-- De fibras sintéticas ;0
6112.39.00;;-- De outras matérias têxteis ;0
6112.4;;- Maiôs (Fatos de banho*) e biquínis, de banho, de uso feminino:;0
6112.41.00;;-- De fibras sintéticas ;0
6112.49.00;;-- De outras matérias têxteis ;0
6113.00.00;;Vestuário confeccionado com tecidos de malha das posições 59.03, 59.06 ou 59.07. ;0
61.14;;Outro vestuário de malha.;0
6114.20.00;;- De algodão ;0
6114.30.00;;- De fibras sintéticas ou artificiais ;0
6114.9;;- De outras matérias têxteis;0
6114.90.10;;De lã ou de pelos finos ;0
6114.90.90;;Outros ;0
61.15;;Meias-calças, meias acima do joelho, meias até o joelho e artigos semelhantes, incluindo as meias calças, meias acima do joelho e meias até o joelho, de compressão degressiva (as meias para varizes, por exemplo), de malha.;0
6115.1;;- Meias-calças, meias acima do joelho e meias até o joelho, de compressão degressiva (as meias para varizes, por exemplo);0
6115.10.1;;Meias-calças;0
6115.10.11;;De fibras sintéticas, de título inferior a 67 decitex por fio simples ;0
6115.10.12;;De fibras sintéticas, de título igual ou superior a 67 decitex por fio simples ;0
6115.10.13;;De lã ou de pelos finos ;0
6115.10.14;;De algodão ;0
6115.10.19;;De outras matérias têxteis ;0
6115.10.2;;Meias acima do joelho e meias até o joelho, de uso feminino, de título inferior a 67 decitex por fio simples;0
6115.10.21;;De fibras sintéticas ou artificiais ;0
6115.10.22;;De algodão ;0
6115.10.29;;De outras matérias têxteis ;0
6115.10.9;;Outras;0
6115.10.91;;De lã ou de pelos finos ;0
6115.10.92;;De algodão ;0
6115.10.93;;De fibras sintéticas ;0
6115.10.99;;De outras matérias têxteis ;0
6115.2;;- Outras meias-calças:;0
6115.21.00;;-- De fibras sintéticas, de título inferior a 67 decitex por fio simples ;0
6115.22.00;;-- De fibras sintéticas, de título igual ou superior a 67 decitex por fio simples ;0
6115.29;;-- De outras matérias têxteis;0
6115.29.10;;De lã ou de pelos finos ;0
6115.29.20;;De algodão ;0
6115.29.90;;Outras ;0
6115.3;;- Outras meias acima do joelho e meias até o joelho, de uso feminino, de título inferior a 67 decitex por fio simples;0
6115.30.10;;De fibras sintéticas ou artificiais ;0
6115.30.20;;De algodão ;0
6115.30.90;;De outras matérias têxteis ;0
6115.9;;- Outros:;0
6115.94.00;;-- De lã ou de pelos finos ;0
6115.95.00;;-- De algodão ;0
6115.96.00;;-- De fibras sintéticas ;0
6115.99.00;;-- De outras matérias têxteis ;0
61.16;;Luvas, mitenes e semelhantes, de malha.;0
6116.10.00;;- Impregnadas, revestidas, recobertas ou estratificadas, de plástico ou de borracha ;0
6116.9;;- Outras:;0
6116.91.00;;-- De lã ou de pelos finos ;0
6116.92.00;;-- De algodão ;0
6116.93.00;;-- De fibras sintéticas ;0
6116.99.00;;-- De outras matérias têxteis ;0
61.17;;"Outros acessórios de vestuário, confeccionados, de malha; partes de vestuário ou de seus acessórios, de malha.";0
6117.10.00;;- Xales, echarpes, lenços de pescoço, cachenês, cachecóis, mantilhas, véus e semelhantes ;0
6117.8;;- Outros acessórios;0
6117.80.10;;Gravatas, gravatas-borboletas e plastrons ;0
6117.80.90;;Outros ;0
6117.90.00;;- Partes ;0
62.01;;Sobretudos, japonas, gabões, capas, anoraques, casacos (blusões*) e semelhantes, de uso masculino, exceto os artigos da posição 62.03.;0
6201.20.00;;- De lã ou de pelos finos ;0
6201.30.00;;- De algodão ;0
6201.40.00;;- De fibras sintéticas ou artificiais ;0
6201.90.00;;- De outras matérias têxteis ;0
62.02;;Mantôs (Casacos compridos*), capas, anoraques, casacos (blusões*) e semelhantes, de uso feminino, exceto os artigos da posição 62.04.;0
6202.20.00;;- De lã ou de pelos finos ;0
6202.30.00;;- De algodão ;0
6202.40.00;;- De fibras sintéticas ou artificiais ;0
6202.90.00;;- De outras matérias têxteis ;0
62.03;;Ternos (Fatos*), conjuntos, paletós (casacos*), calças, jardineiras, bermudas e shorts (calções) (exceto de banho), de uso masculino.;0
6203.1;;- Ternos (Fatos*):;0
6203.11.00;;-- De lã ou de pelos finos ;0
6203.12.00;;-- De fibras sintéticas ;0
6203.19.00;;-- De outras matérias têxteis ;0
6203.2;;- Conjuntos:;0
6203.22.00;;-- De algodão ;0
6203.23.00;;-- De fibras sintéticas ;0
6203.29;;-- De outras matérias têxteis;0
6203.29.10;;De lã ou de pelos finos ;0
6203.29.90;;Outros ;0
6203.3;;- Paletós (Casacos*):;0
6203.31.00;;-- De lã ou de pelos finos ;0
6203.32.00;;-- De algodão ;0
6203.33.00;;-- De fibras sintéticas ;0
6203.39.00;;-- De outras matérias têxteis ;0
6203.4;;- Calças, jardineiras, bermudas e shorts (calções):;0
6203.41.00;;-- De lã ou de pelos finos ;0
6203.42.00;;-- De algodão ;0
6203.43.00;;-- De fibras sintéticas ;0
6203.49.00;;-- De outras matérias têxteis ;0
62.04;;Tailleurs (Fatos de saia-casaco*), conjuntos, blazers (casacos*), vestidos, saias, saias-calças, calças, jardineiras, bermudas e shorts (calções) (exceto de banho), de uso feminino.;0
6204.1;;- Tailleurs (Fatos de saia-casaco*):;0
6204.11.00;;-- De lã ou de pelos finos ;0
6204.12.00;;-- De algodão ;0
6204.13.00;;-- De fibras sintéticas ;0
6204.19.00;;-- De outras matérias têxteis ;0
6204.2;;- Conjuntos:;0
6204.21.00;;-- De lã ou de pelos finos ;0
6204.22.00;;-- De algodão ;0
6204.23.00;;-- De fibras sintéticas ;0
6204.29.00;;-- De outras matérias têxteis ;0
6204.3;;- Blazers (Casacos*):;0
6204.31.00;;-- De lã ou de pelos finos ;0
6204.32.00;;-- De algodão ;0
6204.33.00;;-- De fibras sintéticas ;0
6204.39.00;;-- De outras matérias têxteis ;0
6204.4;;- Vestidos:;0
6204.41.00;;-- De lã ou de pelos finos ;0
6204.42.00;;-- De algodão ;0
6204.43.00;;-- De fibras sintéticas ;0
6204.44.00;;-- De fibras artificiais ;0
6204.49.00;;-- De outras matérias têxteis ;0
6204.5;;- Saias e saias-calças:;0
6204.51.00;;-- De lã ou de pelos finos ;0
6204.52.00;;-- De algodão ;0
6204.53.00;;-- De fibras sintéticas ;0
6204.59.00;;-- De outras matérias têxteis ;0
6204.6;;- Calças, jardineiras, bermudas e shorts (calções):;0
6204.61.00;;-- De lã ou de pelos finos ;0
6204.62.00;;-- De algodão ;0
6204.63.00;;-- De fibras sintéticas ;0
6204.69.00;;-- De outras matérias têxteis ;0
62.05;;Camisas de uso masculino.;0
6205.20.00;;- De algodão ;0
6205.30.00;;- De fibras sintéticas ou artificiais ;0
6205.9;;- De outras matérias têxteis;0
6205.90.10;;De lã ou de pelos finos ;0
6205.90.90;;Outras ;0
62.06;;Camisas (Camiseiros*), blusas, blusas chemisiers (blusas-camiseiros*), de uso feminino.;0
6206.10.00;;- De seda ou de desperdícios de seda ;0
6206.20.00;;- De lã ou de pelos finos ;0
6206.30.00;;- De algodão ;0
6206.40.00;;- De fibras sintéticas ou artificiais ;0
6206.90.00;;- De outras matérias têxteis ;0
62.07;;Camisetas interiores (Camisolas interiores*), cuecas, ceroulas, camisolões (camisas de noite*), pijamas, roupões de banho, robes, e artigos semelhantes, de uso masculino. ;0
6207.1;;- Cuecas e ceroulas:;0
6207.11.00;;-- De algodão ;0
6207.19.00;;-- De outras matérias têxteis ;0
6207.2;;- Camisolões (Camisas de noite*) e pijamas:;0
6207.21.00;;-- De algodão ;0
6207.22.00;;-- De fibras sintéticas ou artificiais ;0
6207.29.00;;-- De outras matérias têxteis ;0
6207.9;;- Outros:;0
6207.91.00;;-- De algodão ;0
6207.99;;-- De outras matérias têxteis;0
6207.99.10;;De fibras sintéticas ou artificiais ;0
6207.99.90;;Outros ;0
62.08;;Corpetes (Camisolas interiores*), combinações, anáguas (saiotes), calcinhas, camisolas (camisas de noite*), pijamas, déshabillés, roupões de banho, penhoares (robes de quarto*), e artigos semelhantes, de uso feminino.;0
6208.1;;- Combinações e anáguas (saiotes):;0
6208.11.00;;-- De fibras sintéticas ou artificiais ;0
6208.19.00;;-- De outras matérias têxteis ;0
6208.2;;- Camisolas (Camisas de noite*) e pijamas:;0
6208.21.00;;-- De algodão ;0
6208.22.00;;-- De fibras sintéticas ou artificiais ;0
6208.29.00;;-- De outras matérias têxteis ;0
6208.9;;- Outros:;0
6208.91.00;;-- De algodão ;0
6208.92.00;;-- De fibras sintéticas ou artificiais ;0
6208.99.00;;-- De outras matérias têxteis ;0
62.09;;Vestuário e seus acessórios, para bebês.;0
6209.20.00;;- De algodão ;0
6209.30.00;;- De fibras sintéticas ;0
6209.9;;- De outras matérias têxteis;0
6209.90.10;;De lã ou de pelos finos ;0
6209.90.90;;Outras ;0
62.1;;Vestuário confeccionado com as matérias das posições 56.02, 56.03, 59.03, 59.06 ou 59.07.;0
6210.10.00;;- Com as matérias das posições 56.02 ou 56.03 ;0
6210.20.00;;- Outro vestuário, do tipo abrangido pela posição 62.01 ;0
6210.30.00;;- Outro vestuário, do tipo abrangido pela posição 62.02;0
6210.40.00;;- Outro vestuário de uso masculino ;0
6210.50.00;;- Outro vestuário de uso feminino ;0
62.11;;"Abrigos (Fatos de treino*) para esporte, macacões (fatos-macacos*) e conjuntos, de esqui, maiôs (fatos de banho*), biquínis, shorts (calções) e sungas (slips), de banho; outro vestuário.";0
6211.1;;- Maiôs (Fatos de banho*), biquínis, shorts (calções) e sungas (slips), de banho:;0
6211.11.00;;-- De uso masculino ;0
6211.12.00;;-- De uso feminino ;0
6211.20.00;;- Macacões (Fatos-macacos*) e conjuntos, de esqui ;0
6211.3;;- Outro vestuário de uso masculino:;0
6211.32.00;;-- De algodão ;0
6211.33.00;;-- De fibras sintéticas ou artificiais ;0
6211.39;;-- De outras matérias têxteis;0
6211.39.10;;De lã ou de pelos finos ;0
6211.39.90;;Outras ;0
6211.4;;- Outro vestuário de uso feminino:;0
6211.42.00;;-- De algodão ;0
6211.43.00;;-- De fibras sintéticas ou artificiais ;0
6211.49.00;;-- De outras matérias têxteis ;0
62.12;;Sutiãs, cintas, espartilhos, suspensórios, ligas e artigos semelhantes, e suas partes, mesmo de malha.;0
6212.10.00;;- Sutiãs e bustiês (sutiãs de cós alto*) ;0
6212.20.00;;- Cintas e cintas-calças ;0
6212.30.00;;- Modeladores de torso inteiro (Cintas-sutiãs*) ;0
6212.90.00;;- Outros ;0
62.13;;Lenços de assoar e de bolso.;0
6213.20.00;;- De algodão ;0
6213.9;;- De outras matérias têxteis;0
6213.90.10;;De seda ou de desperdícios de seda ;0
6213.90.90;;Outros ;0
62.14;;Xales, echarpes, lenços de pescoço, cachenês, cachecóis, mantilhas, véus e artigos semelhantes.;0
6214.10.00;;- De seda ou de desperdícios de seda ;0
6214.20.00;;- De lã ou de pelos finos ;0
6214.30.00;;- De fibras sintéticas ;0
6214.40.00;;- De fibras artificiais ;0
6214.9;;- De outras matérias têxteis;0
6214.90.10;;De algodão ;0
6214.90.90;;Outros ;0
62.15;;Gravatas, gravatas-borboletas (laços*) e plastrões.;0
6215.10.00;;- De seda ou de desperdícios de seda ;0
6215.20.00;;- De fibras sintéticas ou artificiais ;0
6215.90.00;;- De outras matérias têxteis ;0
6216.00.00;;Luvas, mitenes e semelhantes. ;0
62.17;;"Outros acessórios confeccionados de vestuário; partes de vestuário ou dos seus acessórios, exceto as da posição 62.12.";0
6217.10.00;;- Acessórios ;0
6217.90.00;;- Partes ;0
63.01;;Cobertores e mantas.;0
6301.10.00;;- Cobertores e mantas, elétricos ;0
6301.20.00;;- Cobertores e mantas (exceto os elétricos), de lã ou de pelos finos ;0
6301.30.00;;- Cobertores e mantas (exceto os elétricos), de algodão ;0
6301.40.00;;- Cobertores e mantas (exceto os elétricos), de fibras sintéticas ;0
6301.90.00;;- Outros cobertores e mantas ;0
63.02;;Roupa de cama, mesa, toucador ou cozinha.;0
6302.10.00;;- Roupa de cama, de malha ;0
6302.2;;- Outra roupa de cama, estampadas:;0
6302.21.00;;-- De algodão ;0
6302.22.00;;-- De fibras sintéticas ou artificiais ;0
6302.29.00;;-- De outras matérias têxteis ;0
6302.3;;- Outra roupa de cama:;0
6302.31.00;;-- De algodão ;0
6302.32.00;;-- De fibras sintéticas ou artificiais ;0
6302.39.00;;-- De outras matérias têxteis ;0
6302.40.00;;- Roupa de mesa, de malha ;0
6302.5;;- Outra roupa de mesa:;0
6302.51.00;;-- De algodão ;0
6302.53.00;;-- De fibras sintéticas ou artificiais ;0
6302.59;;-- De outras matérias têxteis;0
6302.59.10;;De linho ;0
6302.59.90;;Outras ;0
6302.60.00;;- Roupa de toucador ou de cozinha, de tecidos atoalhados (turcos) de algodão ;0
6302.9;;- Outra:;0
6302.91.00;;-- De algodão ;0
6302.93.00;;-- De fibras sintéticas ou artificiais ;0
6302.99;;-- De outras matérias têxteis;0
6302.99.10;;De linho ;0
6302.99.90;;Outras ;0
63.03;;"Cortinados, cortinas, reposteiros e estores; sanefas.";0
6303.1;;- De malha:;0
6303.12.00;;-- De fibras sintéticas ;0
6303.19;;-- De outras matérias têxteis;0
6303.19.10;;De algodão ;0
6303.19.90;;Outros ;0
6303.9;;- Outros:;0
6303.91.00;;-- De algodão ;0
6303.92.00;;-- De fibras sintéticas ;0
6303.99.00;;-- De outras matérias têxteis ;0
63.04;;Outros artigos para guarnição de interiores, exceto os da posição 94.04.;0
6304.1;;- Colchas:;0
6304.11.00;;-- De malha ;0
6304.19;;-- Outras;0
6304.19.10;;De algodão ;0
6304.19.90;;De outras matérias têxteis ;0
6304.20.00;;- Mosquiteiros para camas mencionados na Nota de subposição 1 do presente Capítulo ;0
6304.9;;- Outros:;0
6304.91.00;;-- De malha ;0
6304.92.00;;-- De algodão, exceto de malha ;0
6304.93.00;;-- De fibras sintéticas, exceto de malha ;0
6304.99.00;;-- De outras matérias têxteis, exceto de malha ;0
63.05;;Sacos de quaisquer dimensões, para embalagem.;0
6305.10.00;;- De juta ou de outras fibras têxteis liberianas da posição 53.03 ;9,75
6305.20.00;;- De algodão ;9,75
6305.3;;- De matérias têxteis sintéticas ou artificiais:;0
6305.32.00;;-- Recipientes flexíveis para produtos a granel ;9,75
6305.33;;-- Outros, obtidos a partir de lâminas ou formas semelhantes de polietileno ou de polipropileno;0
6305.33.10;;De malha ;9,75
6305.33.90;;Outros ;9,75
6305.39.00;;-- Outros ;9,75
6305.90.00;;- De outras matérias têxteis ;9,75
63.06;;"Encerados e toldos; tendas (incluindo os gazebos temporários e artigos semelhantes); velas para embarcações, para pranchas à vela ou para carros à vela; artigos para acampamento.";0
6306.1;;- Encerados e toldos:;0
6306.12.00;;-- De fibras sintéticas ;3,25
6306.19;;-- De outras matérias têxteis;0
6306.19.10;;De algodão ;3,25
6306.19.90;;Outros ;3,25
6306.2;;- Tendas (incluindo os gazebos temporários e artigos semelhantes):;0
6306.22.00;;-- De fibras sintéticas ;6,5
6306.29;;-- De outras matérias têxteis;0
6306.29.10;;De algodão ;6,5
6306.29.90;;Outros ;6,5
6306.3;;- Velas;0
6306.30.10;;De fibras sintéticas ;6,5
6306.30.90;;De outras matérias têxteis ;6,5
6306.4;;- Colchões pneumáticos;0
6306.40.10;;De algodão ;3,25
6306.40.90;;De outras matérias têxteis ;3,25
6306.90.00;;- Outros ;3,25
63.07;;Outros artigos confeccionados, incluindo os moldes para vestuário.;0
6307.10.00;;- Rodilhas, esfregões, panos de prato ou de cozinha, flanelas e artigos de limpeza semelhantes ;0
6307.20.00;;- Cintos e coletes salva-vidas ;0
6307.9;;- Outros;0
6307.90.10;;De falso tecido (tecido não tecido) ;0
6307.90.20;;Artigo tubular com tratamento ignífugo, próprio para saída de emergência de pessoas, mesmo com seus elementos de montagem ;0
6307.90.90;;Outros ;0
6308.00.00;;Sortidos constituídos por cortes de tecido e fios, mesmo com acessórios, para confecção de tapetes, tapeçarias, toalhas de mesa ou guardanapos, bordados, ou artigos têxteis semelhantes, em embalagens para venda a retalho. ;0
6309;;Artigos de matérias têxteis e artigos de uso semelhante, usados.;0
6309.00.10;;Vestuário, seus acessórios, e suas partes ;0
6309.00.90;;Outros ;0
63.1;;Trapos, cordéis, cordas e cabos, de matérias têxteis, em forma de desperdícios ou de artigos inutilizados.;0
6310.10.00;;- Selecionados ;0
6310.90.00;;- Outros ;0
64.01;;Calçado impermeável de sola exterior e parte superior de borracha ou plástico, em que a parte superior não tenha sido reunida à sola exterior por costura ou por meio de rebites, pregos, parafusos, espigões ou dispositivos semelhantes, nem formada por diferentes partes reunidas pelos mesmos processos.;0
6401.10.00;;- Calçado com biqueira protetora de metal ;0
6401.9;;- Outro calçado:;0
6401.92.00;;-- Cobrindo o tornozelo, mas não o joelho ;0
6401.99;;-- Outro;0
6401.99.10;;Cobrindo o joelho ;0
6401.99.90;;Outro ;0
64.02;;Outro calçado com sola exterior e parte superior de borracha ou plástico.;0
6402.1;;- Calçado para esporte:;0
6402.12.00;;-- Calçado para esqui e para surfe de neve ;0
6402.19.00;;-- Outro ;0
6402.20.00;;- Calçado com parte superior em tiras ou correias, fixados à sola por pregos, tachas, pinos e semelhantes ;0
6402.9;;- Outro calçado:;0
6402.91;;-- Cobrindo o tornozelo;0
6402.91.10;;Com biqueira protetora de metal ;0
6402.91.90;;Outro ;0
6402.99;;-- Outro;0
6402.99.10;;Com biqueira protetora de metal ;0
6402.99.90;;Outro ;0
64.03;;Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural.;0
6403.1;;- Calçado para esporte:;0
6403.12.00;;-- Calçado para esqui e para surfe de neve ;0
6403.19.00;;-- Outro ;0
6403.20.00;;- Calçado com sola exterior de couro natural e parte superior constituída por tiras de couro natural passando pelo peito do pé e envolvendo o dedo grande ;0
6403.40.00;;- Outro calçado, com biqueira protetora de metal ;0
6403.5;;- Outro calçado, com sola exterior de couro natural:;0
6403.51;;-- Cobrindo o tornozelo;0
6403.51.10;;Com sola de madeira e desprovido de palmilha ;0
6403.51.90;;Outro ;0
6403.59;;-- Outro;0
6403.59.10;;Com sola de madeira e desprovido de palmilha ;0
6403.59.90;;Outro ;0
6403.9;;- Outro calçado:;0
6403.91;;-- Cobrindo o tornozelo;0
6403.91.10;;Com sola de madeira e desprovido de palmilha ;0
6403.91.90;;Outro ;0
6403.99;;-- Outro;0
6403.99.10;;Com sola de madeira e desprovido de palmilha ;0
6403.99.90;;Outro ;0
64.04;;Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de matérias têxteis.;0
6404.1;;- Calçado com sola exterior de borracha ou de plástico:;0
6404.11.00;;"-- Calçado para esporte; calçado para tênis, basquetebol, ginástica, treino e semelhantes ";0
6404.19.00;;-- Outro ;0
6404.20.00;;- Calçado com sola exterior de couro natural ou reconstituído ;0
64.05;;Outro calçado.;0
6405.1;;- Com parte superior de couro natural ou reconstituído;0
6405.10.10;;Com sola exterior de borracha ou plástico e parte superior de couro reconstituído ;0
6405.10.20;;Com sola exterior de couro natural ou reconstituído e parte superior de couro reconstituído ;0
6405.10.90;;Outro ;0
6405.20.00;;- Com parte superior de matérias têxteis ;0
6405.90.00;;- Outro ;0
64.06;;"Partes de calçado (incluindo as partes superiores, mesmo fixadas a solas que não sejam as solas exteriores); palmilhas, reforços interiores e artigos semelhantes, amovíveis; polainas, perneiras e artigos semelhantes, e suas partes.";0
6406.10.00;;- Partes superiores de calçado e seus componentes, exceto contrafortes e biqueiras rígidas ;0
6406.20.00;;- Solas exteriores e saltos, de borracha ou plástico ;0
6406.9;;- Outros;0
6406.90.10;;Solas exteriores e saltos, de couro natural ou reconstituído ;0
6406.90.20;;Palmilhas ;0
6406.90.90;;Outros ;0
6501.00.00;;Esboços não enformados nem na copa nem na aba, discos e cilindros, mesmo cortados no sentido da altura, de feltro, para chapéus. ;0
6502;;Esboços de chapéus, entrançados ou obtidos por reunião de tiras de qualquer matéria, sem copa nem aba enformadas e sem guarnições.;0
6502.00.10;;De palha fina (manila, panamá e semelhantes) ;0
6502.00.90;;Outros ;0
6504;;Chapéus e outros artigos de uso semelhante, entrançados ou obtidos por reunião de tiras, de qualquer matéria, mesmo guarnecidos.;0
6504.00.10;;De palha fina (manila, panamá e semelhantes) ;0
6504.00.90;;Outros ;0
6505;;"Chapéus e outros artigos de uso semelhante, de malha ou confeccionados com rendas, feltro ou outros produtos têxteis, em peça (mas não em tiras), mesmo guarnecidos; coifas e redes, para o cabelo, de qualquer matéria, mesmo guarnecidas.";0
6505.00.1;;Bonés;0
6505.00.11;;De algodão ;0
6505.00.12;;De fibras sintéticas ou artificiais ;0
6505.00.19;;De outras matérias têxteis ;0
6505.00.2;;Gorros;0
6505.00.21;;De algodão ;0
6505.00.22;;De fibras sintéticas ou artificiais ;0
6505.00.29;;De outras matérias têxteis ;0
6505.00.3;;Chapéus;0
6505.00.31;;De algodão ;0
6505.00.32;;De fibras sintéticas ou artificiais ;0
6505.00.39;;De outras matérias têxteis ;0
6505.00.90;;Outros ;0
65.06;;Outros chapéus e artigos de uso semelhante, mesmo guarnecidos.;0
6506.10.00;;- Capacetes e artigos de uso semelhante, de proteção ;0
6506.9;;- Outros:;0
